id,question,gold_answer,gold_aliases,matched_gold,pred_text,gen_text,em,contain,f1,cosine,confidence,mean_token_entropy,max_token_entropy,argmax_token_entropy,min_token_margin,argmin_token_margin,min_chosen_prob,argmin_chosen_prob,std_logp,std_logp_last_k,n_prompt_tokens,n_gen_tokens
1554,Who played the title role in the 1951 film ‘Captain Horatio Hornblower RN’?,Gregory Peck,"['Gregory peck', 'Gregory Peck', 'Gregory Peckk', 'Greg Peck', 'Eldred Gregory Peck']",Gregory Peck,Gregory Peck,Gregory Peck,1.0,1.0,1.0,1.0,0.6790350560081152,0.9967269044136629,3.742436170578003,0,0.16223998740315437,0,0.22198696434497833,0,0.6457285086500368,0.6457285086500368,82,4
1141,In which year did students first enrol in the Open University in the UK,1971,"['one thousand, nine hundred and seventy-one', '1971']",1971,1971,1971,1.0,1.0,1.0,0.9999999403953552,0.9107120255993466,0.2904091761544502,1.010524034500122,0,0.5434633195400238,3,0.7599847912788391,0,0.12280077549159313,0.10119102219136082,72,6
1492,"Which late American musician, who pioneered the styles of rock and roll and rockabilly, was born Vincent Eugene Craddock in 1935?",Gene Vincent,"['Gene Vincent & the Blue Caps', 'Blue-caps', 'Eugene Craddock', 'Say Mama', 'Vincent Eugene Craddock', 'Blue Caps', 'Bluecaps', 'Gene Vincent and the Bluecaps', 'Blue caps', 'Gene Vincent', 'Gene Vincent & His Blue Caps', 'Gene Vincent and the Blue Caps', 'Blue-cap', 'Vincent Craddock', 'The Blue Caps']",Gene Vincent,Elvis Presley,Elvis Presley,0.0,0.0,0.0,0.33498117327690125,0.9700139201179317,0.17578393684962065,0.592976450920105,0,0.8524853810667992,0,0.8971519470214844,0,0.04158364630685693,0.04158364630685693,92,5
1163,What is the name of the fictional school in the UK television series ‘Please Sir’?,Fenn Street School,['Fenn Street School'],Fenn Street School,St. Mark's School,St. Mark's School,0.0,0.0,0.3333333333333333,0.560386061668396,0.3434168824252456,2.3306314491949576,5.896112442016602,0,0.0074552930891513824,0,0.03794477880001068,0,1.2819718607079413,1.0634067138140946,76,7
1657,"Theon Greyjoy, a character in the television series ‘Game of Thrones’, is played by the younger brother of which English singer?",Lily Allen,"['Lily Loves', 'Lily Allen (band)', 'Lilly Allan', 'Lily Allan', 'Is It Scary (album)', 'Lily Rose Beatrice Allen', 'Lily allen', 'Sheezus Tour', 'Lilly allen', 'Lilly Allen', 'Lily Rose Beatrice Cooper', 'Lily Allen', 'Lily Cooper', 'Lily alen', 'Maggie May (dog)', 'Still, Alright Tour', 'Lily Alan', 'Lilyallenmusic.com', 'Lily Rose Cooper', 'Lilly Rose Cooper']",Lily Allen,David Essex,David Essex,0.0,0.0,0.0,0.46215924620628357,0.4448850843505267,1.9970804937183857,4.548906326293945,0,0.04114720970392227,0,0.12324824184179306,0,0.8427686594626446,0.8427686594626446,88,4
436,Whose arch nemisis is the Red Skull?,Captain America's,"['Runaways (comics)', 'The Runaways (comics)', 'Captain Americas', 'Fantastic Fourteen', 'Runaways (comics) (story arcs)', 'Runaways (comic)', 'Runaways (film)', ""Captain America's""]",Captain America's,Captain America's arch nemesis,Captain America's arch nemesis,0.0,1.0,0.6666666666666666,0.7929503917694092,0.6821812389940393,0.8929463939257403,3.3549001216888428,0,0.0,2,0.3444690406322479,0,0.4024193642591212,0.3002511006822768,68,8
1742,"Betty, Earl and Joyce are the puppet pensioners in ads for which company?",Wonga,"['Wonga', 'Wonga (disambiguation)']",Wonga,Unknown,Unknown,0.0,0.0,0.0,0.30637842416763306,0.5417756085724624,1.7898349513610203,5.026649475097656,0,0.04829686880111694,0,0.1660291999578476,0,0.8362956264284499,0.8362956264284499,77,3
1996,In Roman times what was the occupation of a publican?,Tax Collector,"['Exciseman', 'Tax-Gatherers', 'Tax Collector', 'Tax inspector', 'Collect taxes', 'County tax collector', 'Excise man', 'City Collector', 'Tax collection', 'Tax gatherer', 'Tax official', 'Tax collector', 'Tax commissioner', 'Tax collectors']",Tax Collector,Publican,Publican,0.0,0.0,0.0,0.3433675169944763,0.4628191166620504,2.334557980298996,3.9055984020233154,0,0.13801775872707367,2,0.31034332513809204,0,0.5123196734862624,0.5123196734862624,69,3
761,The roller coaster ride called Rita is located at which English theme park?,Alton Towers,"['Haunted Hollow (Alton Towers)', 'Henry hound', 'The Blade (Alton Towers)', 'Ug Land', 'Alton towers', 'Alton Towers', 'Alton Towers Resort', 'ATROL', 'Nemesis, What Lies Beneath%3F', 'The marmaliser', 'Alton Towers Resort Operations Limited', 'Alton Towers monorail']",Alton Towers,Alton Towers,Alton Towers,1.0,1.0,1.0,1.0,0.7465193745029176,0.9216125379432925,3.020028591156006,0,0.28258293867111206,4,0.4120435118675232,0,0.36825071134079795,0.36825071134079795,74,5
1759,"In tennis, losing two sets 6-0 is known as a double what?",BAGEL,"['New York bagel', 'American bagel', 'Biegel', 'BAGEL', 'Bagels', 'Beygl', '“everything” bagel', 'Bagel', 'New York-style bagel', 'Water bagel', '%22Everything%22 Bagel', 'Everything bagel', 'Salt bagel', 'BAGELS', '%22everything%22 bagel', 'Beigel', 'Bagles', 'New York style bagel', 'Everything Bagel']",BAGEL,double bagel,double bagel,0.0,1.0,0.6666666666666666,0.8303477764129639,0.6446546317700441,1.3501901368726976,4.260428428649902,0,0.0443083792924881,0,0.2255137860774994,0,0.6090404518477467,0.6090404518477467,74,4
1323,Bryan Ferry was the lead singer of which 1970’s band?,Roxy Music,"['Roxy Music', 'The Best of Roxy Music']",Roxy Music,Roxy Music,Roxy Music,1.0,1.0,1.0,1.0000001192092896,0.8881812845115029,0.43719404516741633,1.6024649143218994,0,0.4547217786312103,0,0.6373158097267151,0,0.19168767988853527,0.19168767988853527,76,4
837,What was the name of the Prime Minister of Egypt who was assassinated in 1910?,Boutros Ghali,"['Boutros Ghali', 'Boutros Ghali Pasha', 'Boutros, Pasha Ghali']",Boutros Ghali,Saad Zaghloul,Saad Zaghloul,0.0,0.0,0.0,0.4803627133369446,0.7049152906741518,0.8864604423288256,3.597601890563965,0,0.06635502725839615,0,0.18725761771202087,0,0.5996901630447229,0.09913197475174468,79,6
1063,The official birthday of British monarch Queen Elizabeth II falls during which month in the UK?,June,"['㋅', 'Jun.', 'JUNE', 'June 31', 'June', 'Junes', 'Juno (German)', 'June 31st']",June,June,June,1.0,1.0,1.0,1.0,0.8568887875347885,0.5580910444259644,0.9051717519760132,0,0.611530676484108,0,0.7557723522186279,0,0.1255679726600647,0.1255679726600647,75,2
208,"What is the name of the group of 1,196 islands in the North Indian Ocean, none bigger than five square miles?",Maldives,"['Religion in the Maldives', 'Maldivian Republic', 'The Republic of the Maldives', 'Iru fushi', 'Republic of Maldives', 'Sultanate of Maldives', 'Largest cities in the Maldives', 'ISO 3166-1:MV', 'Maldive islands', 'Maldives island', 'ދިވެހިރާއްޖޭގެ ޖުމުހޫރިއްޔާ', 'Dehevi Jumhuriyya', 'Sultanate of the Maldives', 'The Maldives', 'The Maldivies', 'Maldives/History', 'Maldivas', 'Maldives', 'Environmental issues in the Maldives', 'Rep Of Maldives', 'Indian/Maldives', 'Irufushi', 'Employment & Labour in Maldives', 'Maledives', 'Islamic Republic of the Maldives', 'Government of Maldives', 'Rep of Maldives', 'Republic of the Maldive Islands', 'The Republic of Maldives', 'Maldive', 'Etymology of Maldives', 'ދިވެހިރާއްޖެ', 'Republic of the Maldives']",Maldives,Lakshadweep,Lakshadweep,0.0,0.0,0.0,0.3551577925682068,0.7748600568489593,0.6402660175323641,2.6809372901916504,0,0.17697373032569885,0,0.3559633195400238,0,0.3920921489647786,0.19816549746034598,85,6
993,What relation was Louis XV of France to Louis XIV of France?,Great-grandson,"['Grandchildren', 'Grandson', 'Granddaughter', 'Grandson (son of a child)', 'Great-grandchildren', 'Grandchild', 'Great-grandson', 'Grandkid', 'Great-granddaughter']",Grandson (son of a child),Louis XV was the great-great-grandson of Louis XIV.,Louis XV was the great-great-grandson of Louis XIV.,0.0,0.0,0.18181818181818182,0.4961901307106018,0.8070861556838811,0.4880653642840116,2.59051775932312,0,0.09461620450019836,0,0.35253989696502686,0,0.30879272489232634,0.253867596123749,70,16
703,"In humans, otalgia, is the medical term for what?",Earache,"['Otalgia', 'Ear pain', 'Earache', 'Ipsilateral earache', 'Ear ache']",Otalgia,Otalgia,Otalgia,1.0,1.0,1.0,1.0000001192092896,0.676627440691787,0.9047022760787513,2.431075096130371,0,0.09523898363113403,0,0.2852693200111389,0,0.5104541308241114,0.5104541308241114,71,4
1898,Which counter-intelligence agency had a name meaning ‘death to spies’ in English?,Smersh,"[""Smert' Shpionam"", 'SMERSH', 'СМЕРШ', 'Smersh', 'NKVD Special Section']",Smersh,KGB,KGB,0.0,0.0,0.0,0.34620004892349243,0.3994817960724753,2.4455826679865518,4.5329484939575195,0,0.0318010076880455,0,0.12971511483192444,0,0.7957223226782635,0.7957223226782635,78,3
103,Which legendary dancer was Oscar-nominated for The Towering Inferno?,Fred Astaire,"['Fred Astair', 'Fred Austerlitz', 'Frederick Austerlitz Astaire', 'Frederick Austerlitz', 'Fred Astaire', 'Fred astairey', 'Fred Astare', 'Phyllis Potter']",Fred Astaire,unknown,unknown,0.0,0.0,0.0,0.18245838582515717,0.682478797192019,1.6100115440785885,3.114044666290283,0,0.39348937571048737,0,0.47318708896636963,0,0.36624055355787277,0.36624055355787277,76,2
890,In which British city is the Jewry Wall Museum?,Leicester,"['County Borough of Leicester', 'Leicester, Leicestershire', 'Caerlyr', 'Leicester', 'Leicester UA', 'Leicester, United Kingdom', 'Leicester, England', 'Leicester, UK', 'Liecester', 'UN/LOCODE:GBLCS', 'Leycester', 'Caerlŷr', 'Leicesterians', 'City of Leicester']",Leicester,London,London,0.0,0.0,0.0,0.6770838499069214,0.4799653438966706,1.837357997894287,3.390082359313965,0,0.06444185972213745,0,0.24011029303073883,0,0.6926155835390091,0.6926155835390091,68,2
1276,How many BTU’s  (British Thermal Units) in one therm?,"100,000","['100,000', '100000', 'one hundred thousand']","100,000","100,000","100,000",1.0,1.0,1.0,1.0000001192092896,0.9067508845734834,0.29674654777368736,0.7073677778244019,1,0.5207426100969315,1,0.7392705678939819,1,0.11183291413877978,0.10107132015706743,78,9
596,Who did Simple Simon meet on his way to the fair?,The Pie man.,"['Pieman (disambiguation)', 'Pie man', 'The Pie man.', 'Pieman', 'Pie Man']",The Pie man.,unknown,unknown,0.0,0.0,0.0,0.225690558552742,0.5824767585596375,1.8121355399489403,3.4968135356903076,0,0.17684535682201385,0,0.3449706435203552,0,0.5238298941403627,0.5238298941403627,69,2
1872,Who was the Beano’s Redskin Chum?,Little Plum,['Little Plum'],Little Plum,unknown,unknown,0.0,0.0,0.0,0.16605538129806519,0.47911901126786194,2.098578430712223,4.067258834838867,0,0.06795799732208252,0,0.2336178570985794,0,0.7182624060660601,0.7182624060660601,70,2
302,Which Asian country was once called Siam?,Thailand,"['Muang Thai', 'Taihland', 'ISO 3166-1:TH', 'Thai Empire', 'Prathet Thai', 'Muang-Thai', 'Kingdom of Thailand', 'Skateboarding in Thailand', 'THAILAND', 'Siam', 'Sport in Thailand', 'Etymology of Thailand', 'Thayland', 'Name of Thailand', 'The Kingdom Of Thailand', 'เมืองไทย', 'Thailand', 'ราชอาณาจักรไทย', 'Sayam', 'Thailande', 'Siam (Thailand)', 'ประเทศไทย', 'Kingdom Of Thailand', 'Tailand', 'Thai Kingdom', 'Ratcha Anachak Thai', 'Kingdom of the Thai']",Thailand,Thailand,Thailand,1.0,1.0,1.0,1.0,0.9834340981825692,0.10476611717604101,0.1582644283771515,2,0.9583862982690334,0,0.9750847220420837,2,0.011609669742759862,0.011609669742759862,66,3
1005,Lupine relates to which animal?,Wolf,"['The primary food of the gray wolf', 'Gray wolves', 'Territorial behavior of gray wolves', 'Wolf anatomy', 'Canis Lupus', 'Southern wolves', 'Wolf Evolution', 'Gray wolf reproductive physiology and life cycle', 'Forest wolf', 'Sexual behavior of wolves', 'Wolve', 'Wolf mating', 'Wolves mating', 'Wolf hybrid', 'Grey Wolves', 'Wolf territory', 'Migration patterns of the gray wolf', 'Grey wolves', 'Eastern beringia', 'Sexual behavior of gray wolves', '🐺', 'Scent marking in wolves', 'Grey wolf', 'C. lupus', 'Gray Wolf', 'She-Wolf', 'She wolf', 'The gray wolf', 'Reproductive behavior of wolves', 'Wolf', 'Shewolf', 'Wolf intelligence', 'Wolves', 'WolVes', 'Grey Wolf', 'Southern wolf', 'Gray wolf', 'She-wolf', 'Gray Wolves', 'Canis lupus', 'Loafer wolves', 'Gray wolf anatomy', 'Wolf territories', 'Mating wolves']",Wolf,wolf,wolf,1.0,1.0,1.0,1.0,0.5200701805511851,1.6501949882755678,4.328304290771484,0,0.04529055953025818,0,0.15569444000720978,0,0.8537452484867951,0.8537452484867951,66,3
1309,The Suez Canal joins the Red Sea and which other body of water?,Mediterranean Sea,"['Mediterranian', 'Meditiranean', 'West Mediterranean', 'Mare internum', 'Pollution of the Mediterranean Sea', 'Mediteranean', 'Mediterranean sea', 'Mediterannean Sea', 'Mediterranian Sea', 'Miditerranean', 'Medaterain', 'Western Mediterranean', 'Meditaranian', 'The Med', 'Meditterranean sea', 'Mediterrannean Sea', 'Mediterranean coast', 'Mediterannean', 'Mediteranian', 'Mediterranium sea', 'Meditarranean', 'Mediterain', 'Med sea', 'Mediterraenian', 'Overfishing in the Mediterranean Sea', 'Mediteranean sea', 'Mediterranea', 'Mediterranean Countries', 'Roman Sea', 'Méditerranean Sea', 'Tourism in the Mediterranean region', 'البحر الأبيض المتوسط', 'البحر المتوسط', 'Mediteranean Sea', 'Sea of Mediterranea', 'Mediterranean', 'Medditeranean', 'Medeterain', 'Mediterranean Sea', 'Mediterrannean', 'Mediterranean Ocean', 'Roman Mediterranean']",Mediterranean Sea,Mediterranean Sea,Mediterranean Sea,1.0,1.0,1.0,1.0,0.991748574756994,0.054618183989077806,0.12814563512802124,0,0.9583494812250137,3,0.9786609411239624,3,0.008826112230869054,0.008826112230869054,72,5
365,Which film features the characters Sally Albright and Harry Burns?,When Harry Met Sally,"['When Harry Met Sally…', ""I'll have what she's having"", 'When Harry Met Sally', 'Sally Albright', 'When Harry Met Sally...', 'When harry met sally', 'When Harry Met Sally ...', 'I’ll have what she’s having']",When Harry Met Sally,"""When Harry Met Sally""","""When Harry Met Sally""",1.0,1.0,1.0,0.9598888158798218,0.8093271041316457,0.7647241072563702,3.5843560695648193,0,0.18031838536262512,0,0.2963840365409851,0,0.39192363065445324,0.02633289783307365,72,8
504,"Following success at the 1979 election whose party conference speeech included the lines 'you turn if you want to, the lady's not for turning'?",Margaret Thatcher,"['Baroness Margaret Thatcher', 'Lady Thatcher', 'Margret thatcher', 'The Baroness Thatcher', 'Margret Thatcher', 'The Lady Thatcher', 'Margaret Tatcher', 'Margaret Thatcher', 'Mrs T', 'Mrs Thatcher', 'Margaret Hilda Thatcher, Baroness Thatcher', 'Mrs. T', 'Baroness Thatcher of Kesteven', 'Margaret Thatcer', ""Margaret Thatcher's"", 'Mrs Finchley', 'Prime Minister Margaret Thatcher', 'Thatcherian', 'Margaret Thacher', 'Margaret Thatcher bibliography', 'Margaret Thatcher Day', 'M thatcher', 'Lady T', 'Maggie Thatcher', 'Margaret Hilda Thatcher', 'Milk snatcher', 'Baroness The Margaret Thatcher', 'Margaret Thatcher, Baroness Thatcher', 'Margaret Hilda Roberts Thatcher', 'Margeret Thatcher', 'Margareth Thatcher', 'Mrs Denis Thatcher', 'Margaret Hilda Roberts', 'Mrs. Thatcher', 'Milk Snatcher', 'Margaret Thatcher Library', 'Margaret thatcher', 'Baroness Thatcher', 'Margeret thatcher']",Margaret Thatcher,Conservative Party,Conservative Party,0.0,0.0,0.0,0.4584203064441681,0.47637160600474104,1.7076568882912397,3.602290153503418,0,0.013203784823417664,0,0.1475452482700348,0,0.7610375955939819,0.7610375955939819,93,4
146,"How many of his 45 races did Mike Hawthorn, a former Formula One motor racing world champion, win?",Three,"['3', 'Three', 'three']",Three,24,24,0.0,0.0,0.0,0.6080149412155151,0.4514372420458451,1.4622149839997292,2.267796516418457,2,0.013732746243476868,2,0.1534564346075058,2,0.6680119325764513,0.6680119325764513,82,4
1407,The 2002 film ‘We Were Soldiers’ is set in which war?,Vietnam War,"['Vietnam war', 'Vietnam War', 'The Vietnam War', 'Viet-Nam War', 'United States invasion of Vietnam', 'Resistance War Against America', 'Vietnam War operations and battles', 'Second Indo-Chinese War', 'Viet Nam War', ""'Nam"", 'US War in Vietnam', 'War in vietnam', 'Chiến tranh Việt Nam', 'Vietnam War, 1961-1975', 'United States war crimes in Vietnam', 'American war crimes in Vietnam', 'American invasion of South Vietnam', 'Vientam War', 'War Against the Americans to Save the Nation', '2nd Indochina War', 'American War in Vietnam', 'Vietnamese-American War', 'Vietnam Conflict', 'Second Indochinese War', 'The war of Vietnam', 'Chien tranh Viet Nam', 'Allied war crimes during the Vietnam War', 'War in Vietnam', 'The American War', 'Nam (war)', 'Vietnam Wars', 'Vietnamese War', 'American invasion of Vietnam', 'War of vietnam', 'Indochina conflict', 'Vietnam-American War', 'Vietnam conflict', 'Background to the Vietnam War', 'Aftermath of the Vietnam War', 'VietNam War', 'Vietnamese–American War', 'Foreign Involvement in the Vietnam War', 'The War in Vietnam', 'Vietnamwar', 'Second Indochina War', 'THE FORGOTTEN WAR OF VIETNAM', ""'nam"", 'Vietnam (war)', 'Veitnam war']",Vietnam War,Vietnam War,Vietnam War,1.0,1.0,1.0,1.0,0.8369845555879412,0.7964292118946711,2.1378583908081055,0,0.5540623888373375,0,0.6128785610198975,0,0.22050618454976137,0.22050618454976137,77,3
489,Who was famous for popularising the 'little black dress' in the 1920s?,Coco Chanel,"['Gabriella Bonheur Chanel', 'Chateau de Cremat', 'Gabrielle %22Coco%22 Chanel', 'Mademoiselle Chanel', 'Coco Chanel', 'Gabrielle Chanel', 'Coco Chanel couch', 'Gabrielle Bonheur Chanel']",Coco Chanel,Coco Chanel,Coco Chanel,1.0,1.0,1.0,1.0000001192092896,0.9776278959552415,0.11626147657807451,0.4823992848396301,0,0.8424444049596786,0,0.9039596319198608,0,0.03940807210077576,0.03940807210077576,79,5
612,Who wrote the novel Rasselas in a single week in 1759 to pay for his mother's funeral?,Samuel Johnson,"['Johnsonism', 'The Great Cham Of Literature', 'Doctor Johnson', 'Probus Brittanicus', 'Samuel Johnson', 'Dr. Samuel Johnson', 'Dr. Johnson', 'Johnsoniana', 'Johnsonian', 'Dr Samuel Johnson', 'Dr Johnson', 'Johnson, Samuel']",Samuel Johnson,Samuel Johnson,Samuel Johnson,1.0,1.0,1.0,1.0,0.8776988603690224,0.6873019350071748,1.8244264125823975,0,0.6576954908668995,0,0.6983439922332764,0,0.1618157633647897,0.1618157633647897,85,3
337,From which animal does Haggis come?,Sheep,"['Sheep', 'Ovis aries', 'Domestic ram', 'Yorkshire Leicester', 'Persian Lamb', '🐏', '🐑', 'Bleat', 'Domesticated sheep', 'Ovine', 'Domestic ewe', 'Domestic sheep', 'Sheeps', 'Agnine', 'Feral sheep', 'Domestic Sheep', 'Ovis orientalis aries', 'Sheep sounds', 'Sheep description', 'Ram (sheep)', 'Yowe', 'Sheep, domestic']",Sheep,Sheep,Sheep,1.0,1.0,1.0,1.0000001192092896,0.6730787496217058,1.108703394420445,2.329665184020996,0,0.1670355200767517,0,0.3730573058128357,0,0.4250926490059075,0.4250926490059075,66,3
607,Who played the character Mr Chips in the 2002 TV adaptation of Goodbye Mr Chips,Martin Clunes,"['Philippa Braithwaite', 'Lucy Aston', 'Martin Clunes']",Martin Clunes,Kenneth Branagh,Kenneth Branagh,0.0,0.0,0.0,0.3292945623397827,0.69181655177448,1.1443622813094407,3.9811642169952393,0,0.1803610399365425,0,0.25950586795806885,0,0.5670203549078062,0.5670203549078062,79,4
1329,A ‘Beaver Moon’ is the first full moon which occurs during which month of the year?,November,"['The month of November', 'Novemeber', 'Noviembre', 'November 31', '㋊', '9ber', '31 November', 'Coyovembyote', 'November', 'Nobember']",November,October,October,0.0,0.0,0.0,0.7774673104286194,0.5908799560140946,1.0816017091274261,2.101485252380371,0,0.20942598581314087,0,0.35140740871429443,0,0.5196666282135993,0.5196666282135993,77,2
1468,"In the US television show ‘The Sopranos’, what is the name of Tony Soprano’s psychiatrist?",Jennifer Melfi,"['Dr. Jennifer Melfi', 'Jennifer Melfi', 'Dr. Melfi']",Dr. Melfi,Dr. Melfi,Dr. Melfi,1.0,1.0,1.0,1.0000001192092896,0.8640745973899207,0.31291272120294406,0.946627676486969,0,0.0,2,0.495781272649765,2,0.2540521234286918,0.2782916975910988,85,6
1011,The Lord Advocate is the chief law officer in which European country?,Scotland,"['The Scottish Nation', 'Scotlander', 'Scotland', 'Northern Great Britain', 'Scot Land', 'Scottland', 'Scotlanders', 'Scotland, UK', ""Scotland's"", 'Scottish nation', 'North Great Britain', 'Autonomous Province of Scotland', 'Scottish Nation', 'Communications in Scotland', 'Maps of scotland', 'North of Great Britain', 'Scotia minor', 'Auld Country', 'Scotchland', 'H-Alba', 'SCOTLAND', 'East coast of Scotland']",Scotland,Scotland,Scotland,1.0,1.0,1.0,1.0,0.8432881523524709,0.5479642748832703,0.9769628643989563,0,0.5156836360692978,0,0.7227569818496704,0,0.15423567406833172,0.15423567406833172,72,2
1976,Which ex-Dr Who appeared in four Carry On films?,John Pertwee,"['John Pertwee', 'Jon Pertwee']",John Pertwee,Peter Sellers,Peter Sellers,0.0,0.0,0.0,0.2448071837425232,0.5660239152083281,1.4862987771630287,3.5969860553741455,0,0.05366325378417969,1,0.27585479617118835,0,0.5003189166100409,0.5003189166100409,70,4
1083,What is the art of hand-making cricket bats called?,Podshaving,"['Mongoose bat', 'Mongoose Cricket Bat', 'Mongoose (cricket bat)', 'Bat (cricket)', 'Mongoose (bat)', 'Podshaving', 'Mongoose cricket bat', 'Cricket bats', 'Traditional Indian cricket bat', 'Cricket Bat industry of India', 'Cricket Bat', 'Cricket bat', 'Cricket bat industry of India']",Mongoose bat,Bat making,Bat making,0.0,0.0,0.5,0.7668864130973816,0.6006472624881711,1.5885237455368042,2.4356236457824707,0,0.2349628210067749,1,0.4583398103713989,1,0.3383765253472776,0.3383765253472776,71,3
425,What are the shape-shifting foxes of the Japanese folklore?,Kitsune,"['Kintsu', 'Kitsunetsuki', 'Katsune', 'Kyuubi no kitsune', 'Kyubi no kitsune', 'Kyuubi fox', 'Kistune', 'Kitune', 'Fox in Japanese folklore', 'Kitsune', 'Kintsune', 'Foxes in Japanese folklore', 'Kyubi fox', 'Kitsune-Tsuki', 'Fox in Japanese Folklore']",Kitsune,tanuki,tanuki,0.0,0.0,0.0,0.5775646567344666,0.6084478072564365,1.2251125490292907,1.886139154434204,0,0.02959170937538147,0,0.3306717276573181,0,0.4584654562665765,0.4584654562665765,73,3
1237,What is the name of the fictional club in the James Bond novel ‘Moonraker’?,Blades Club,['Blades Club'],Blades Club,Moonraker Club,Moonraker Club,0.0,0.0,0.5,0.5343738198280334,0.6337015694349921,1.7340365197509526,4.53725528717041,0,0.12916850298643112,0,0.23824505507946014,0,0.541461191637207,0.541461191637207,78,5
1088,Who succeeded Alf Ramsey as England (caretaker) football manager in 1974?,Joe Mercer,"['Joe Mercer', 'Joseph Mercer']",Joe Mercer,Don Revie,Don Revie,0.0,0.0,0.0,0.27784278988838196,0.6817314876814549,0.9987712219590321,3.6504297256469727,0,0.05587215721607208,0,0.2279004603624344,0,0.6327131643797077,0.6327131643797077,78,4
541,"In Risk, what colour is Europe?",Blue,"['Blue', 'Rgb(0, 0, 255)', 'Orphan blue', 'Slate Blue (color)', 'Bluishness', 'Dark Blue (color)', 'Pale Blue', 'Blue in human culture', 'Blue (color)', 'Police car blue', 'Blue (Colour)', 'Blueishness', 'List of terms associated with the color blue', 'Caspian blue', 'Blue (colour)', 'Light-blue', 'Bluest', 'Bluish', 'Bluishly', '(0, 0, 255)', 'Blueishly', 'Bluer', 'Blae', 'Blueness']",Blue,blue,blue,1.0,1.0,1.0,1.0,0.31140501612722954,1.9629013389348984,3.7610745429992676,0,0.005980305373668671,0,0.09870614856481552,0,1.1489471131935716,1.1489471131935716,66,2
677,What is the lightest metal under standard conditions?,Lithium,"['Uthium', 'Lithium', 'Litium', '1S2 2S', 'Lithium metal', 'LithoTab', 'Element 3', 'Atomic number 3', 'Lithium compounds', 'Li (element)']",Lithium,Lithium,Lithium,1.0,1.0,1.0,1.0000001192092896,0.865645235302056,0.5333079062402248,1.2910242080688477,0,0.518247127532959,0,0.6864750981330872,0,0.1653743678538488,0.1653743678538488,67,3
1848,"Had war not intervened, which city would have hosted the 1916 Olympics?",Berlin,"['Berlin-Zentrum', 'Capital of East Germany', 'Athens on the Spree', 'Cuisine of Berlin', 'DEBER', 'Berlin, Germany', 'Berlin.de', 'CityBerlin', 'Berlin', 'Spreeathen', 'Silicon Allee', 'Federal State of Berlin', 'Berlib', 'City of Berlin', 'Berlin (Germany)', 'Historical sites in berlin', 'Land Berlin', 'UN/LOCODE:DEBER']",Berlin,Antwerp,Antwerp,0.0,0.0,0.0,0.38983434438705444,0.47312107745077714,1.6153039479007323,3.998853921890259,0,0.0040798187255859375,0,0.13260437548160553,0,0.9038350211460519,0.9038350211460519,76,3
1671,The 1992 film ‘Wayne’s World’ was a spin-off of a sketch from which US television show?,Saturday Night Live,"['The Continental (satire)', 'Velvet Jones', 'Z105 with Joey Mack', 'Disco Booty Junction', 'S.N.L.', 'Saturday Night (TV series)', 'Studio 8H', ""Saturday Night Live '80"", 'Bill brasky', 'Saturday Night Live (Italy)', 'SNL on E!', 'William Robert %22Bill%22 Brasky', 'Saturday Night Live: Japan', 'History of Saturday Night Live', 'Saturday night live', 'Office Space (cartoon)', 'Saturday Night Live (film)', 'Saturday Night Live (Spain)', 'Office Space (Milton/SNL shorts)', 'Snl', 'Saturday Night Live (Japan)', 'Pump you up', 'Caveman Lawyer', 'Deandre Cole', ""NBC's Saturday Night"", 'List of movies based on Saturday Night Live sketches', 'Unfrozen cave man lawyer', 'History of SNL:1990-2000', 'Nbc snl', 'Voice Immodulation', 'Saturday Night Live Spain', 'Hans & Franz', ""The Continental (''Saturday Night Live'')"", 'Chess For Girls', 'Pepsi Syndrome', 'Tom Brolley', 'Saturday Night Live: Spain', ""Shit on Deborah's Desk"", 'Pepper Boy', 'SNL', 'Saturday Night Live Italy', 'Saturday Night Live Japan', 'Saturday Night Live', 'Chris farley show', 'Saturnday Night Live', 'Chess for Girls', 'Saturday Night Live: Italy', 'Mango (Saturday Night Live Skit)', 'Pumping Up with Hans & Franz', 'The Continental (TV skit)']",Saturday Night Live,Saturday Night Live,Saturday Night Live,1.0,1.0,1.0,1.0,0.7081175999914562,0.9362003104179166,3.3490703105926514,0,0.12516677379608154,0,0.2693272531032562,0,0.5587870223185085,0.5587870223185085,86,4
1305,Cartoon character Penrod Pooch is better known by what name?,Hong Kong Phooey,"['Hong Kong Phooie', 'Hong Kong Phooey (film)', 'Hong Kong Fuey', 'Hong Kong Phuey', 'Hong Kong Phooey', 'Hong Kong Fooey']",Hong Kong Phooey,Penny Pooch,Penny Pooch,0.0,0.0,0.0,0.3246127963066101,0.5140202522655976,2.1193047834560277,4.748085975646973,0,0.1073559820652008,2,0.2728446125984192,2,0.5424779330039448,0.5424779330039448,71,5
125,What was Pete Sampras seeded when he won his first US Open?,12,"['twelve', '12']",12,Unseeded,Unseeded,0.0,0.0,0.0,0.2216278463602066,0.6690847724383062,1.0506197368958965,2.8908064365386963,0,0.15380904078483582,0,0.3196318745613098,0,0.44560154758852105,0.44560154758852105,74,4
